Longitude,Latitude,Altitude,d0101,d0102,d0103,d0104,d0105,d0106,d0107,d0108,d0109,d0110,d0111,d0112,d0113,d0114,d0115,d0116,d0117,d0118,d0119,d0120,d0121,d0122,d0123,d0124,d0125,d0126,d0127,d0128,d0129,d0130,d0131,d0201,d0202,d0203,d0204,d0205,d0206,d0207,d0208,d0209,d0210,d0211,d0212,d0213,d0214,d0215,d0216,d0217,d0218,d0219,d0220,d0221,d0222,d0223,d0224,d0225,d0226,d0227,d0228,d0301,d0302,d0303,d0304,d0305,d0306,d0307,d0308,d0309,d0310,d0311,d0312,d0313,d0314,d0315,d0316,d0317,d0318,d0319,d0320,d0321,d0322,d0323,d0324,d0325,d0326,d0327,d0328,d0329,d0330,d0331,d0401,d0402,d0403,d0404,d0405,d0406,d0407,d0408,d0409,d0410,d0411,d0412,d0413,d0414,d0415,d0416,d0417,d0418,d0419,d0420,d0421,d0422,d0423,d0424,d0425,d0426,d0427,d0428,d0429,d0430,d0501,d0502,d0503,d0504,d0505,d0506,d0507,d0508,d0509,d0510,d0511,d0512,d0513,d0514,d0515,d0516,d0517,d0518,d0519,d0520,d0521,d0522,d0523,d0524,d0525,d0526,d0527,d0528,d0529,d0530,d0531,d0601,d0602,d0603,d0604,d0605,d0606,d0607,d0608,d0609,d0610,d0611,d0612,d0613,d0614,d0615,d0616,d0617,d0618,d0619,d0620,d0621,d0622,d0623,d0624,d0625,d0626,d0627,d0628,d0629,d0630,d0701,d0702,d0703,d0704,d0705,d0706,d0707,d0708,d0709,d0710,d0711,d0712,d0713,d0714,d0715,d0716,d0717,d0718,d0719,d0720,d0721,d0722,d0723,d0724,d0725,d0726,d0727,d0728,d0729,d0730,d0731,d0801,d0802,d0803,d0804,d0805,d0806,d0807,d0808,d0809,d0810,d0811,d0812,d0813,d0814,d0815,d0816,d0817,d0818,d0819,d0820,d0821,d0822,d0823,d0824,d0825,d0826,d0827,d0828,d0829,d0830,d0831,d0901,d0902,d0903,d0904,d0905,d0906,d0907,d0908,d0909,d0910,d0911,d0912,d0913,d0914,d0915,d0916,d0917,d0918,d0919,d0920,d0921,d0922,d0923,d0924,d0925,d0926,d0927,d0928,d0929,d0930,d1001,d1002,d1003,d1004,d1005,d1006,d1007,d1008,d1009,d1010,d1011,d1012,d1013,d1014,d1015,d1016,d1017,d1018,d1019,d1020,d1021,d1022,d1023,d1024,d1025,d1026,d1027,d1028,d1029,d1030,d1031,d1101,d1102,d1103,d1104,d1105,d1106,d1107,d1108,d1109,d1110,d1111,d1112,d1113,d1114,d1115,d1116,d1117,d1118,d1119,d1120,d1121,d1122,d1123,d1124,d1125,d1126,d1127,d1128,d1129,d1130,d1201,d1202,d1203,d1204,d1205,d1206,d1207,d1208,d1209,d1210,d1211,d1212,d1213,d1214,d1215,d1216,d1217,d1218,d1219,d1220,d1221,d1222,d1223,d1224,d1225,d1226,d1227,d1228,d1229,d1230,d1231,Media
-51.2333,-26.15,745,0,0,28.5,0.5,0,0.6,0,0,0.3,8.9,0,16.8,54.7,0,0,0.4,0,0,0.5,2.4,24.4,29.1,0,0,0.4,3.9,0,0,12.3,10.1,4.9,0.3,3.5,0,0,0,72,2.8,33.2,5.8,14.9,0.8,2.4,27.2,3,1.4,2.4,0,0,0,0,4.4,7.6,9.6,1.3,2,0,0.2,0,0,0.2,0,0,0,0,0.8,0,0,0,22.9,12.5,0.3,4.2,0,0,0,0,0,0,0,1.3,0,2.6,1.6,10.4,13.5,22.7,15.3,57,31.8,1.6,11.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0,0,0,0,0,0,1.8,0,0,0,1,0,18.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,4.4,33,5.6,0,0,0,0,0,0,0,0,2.6,11.6,0.2,0,60.6,12.2,0,0,22.2,0.2,0,0,12,108.2,22.4,25.2,5.8,0,0,0,0,0,0,3.4,0,0,0.2,0,0,0,64.6,0,0.2,32.8,20,0,0,0,0,0,0,0,32.2,2.2,75.8,41.8,0.2,0,0,0,0,0,38.4,25.8,0,0,0,0,0,0,0,0,77.2,28,0,9,53.6,0.2,0,3.6,0,0,1.4,13.2,61.8,0,0,0,0,0,4.2,65.6,38.8,45.2,0.2,0,0,0,0,0,0,0,0,0,8,1,0,2.6,18.8,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,27.2,20.4,0,0,33.8,59.4,0,18.2,0,0,0,0,0,0,0,0,11.6,3,0,0,0,66.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26237623762376
-51.9136,-26.0667,NA,0,0,1.8,0,1,0,0,0,5.8,0,8.5,9,28.3,0,0,0,0,0,2.2,16.5,0,8.8,14.5,0,0,0,7.8,15,22.5,1.5,0,6,7.2,0,0,33,0,5,10,32.5,6.6,1.3,18.4,20,0,0,0,0,0,0,0,0,0,18,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,41,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,30,35,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17.8,8,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.9,0,0,1.7,1.5,25.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,35,9,0,0,0,0,0,0,0,0,1.4,0,0,0,31,11.6,0,0,25.3,0,0,0,12,84,26,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,0,1,42.5,12.6,0,0,0,0,0,0,0,25.9,0,66.3,17.4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,99.9,31.7,0,6.8,28.1,0,0,0,0,0,1.5,29.4,31.2,0,0,0,0,0,9.2,61.7,31.1,47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,4,5.2,0,54.5,47,0,7,0,0,0,0,0,0,0,0,16,6.5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,36,13.9,0,0,0,0,0,56,0,0,0,0,21.3,0,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91428571428571
-51.5208,-26.1011,765,0,0,18.7,3.4,0,48.2,0,0,0,2.6,0,10.8,3.5,0,0,0,0,15.6,1.1,3.3,15.4,25.5,1.4,0,2.6,0,0,0,30.1,25.7,10.5,13.6,0,0,0,0,37.4,24.2,5.7,31.2,0,0,19.1,24.1,2,8.9,0,0,0,0,17.5,6.4,1.2,7.3,1.3,7.3,0,4.8,0,0,0,0,0,0,0,0,0,0,0,14.7,33.4,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.5,14.9,25.3,27.5,31,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,6.2,0,0,19.8,0,0.7,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,15,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.6,10.7,7.1,0,0,0,0,0,0,0,0,1.4,4.8,0,0,37.9,11.2,0,0,22.7,0,0,1.2,21.6,76.5,15.5,14.7,2.1,0,0,0,0,0,0,1.4,0.1,0,0.1,0,0,0,10.9,0.8,0.7,38.9,9.7,0,0,0,0,0,0,0,24.5,9.1,73.2,27.1,0,0,0,0,0,3.7,48.4,0,0,0,0,0,0,0,0,8.8,70.9,28.6,0,15.6,35.2,0,0,0,0,0,3.5,21,37.4,0,0,0,0,0,13.2,68.5,32.5,0,0,0,0,0,0,0,0,0,0,0,8.1,0.9,0,0,17.2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,49.8,9.9,0,0,52.1,41.6,0,11.7,0,0,0,0,0,0,0,0,12.5,3.7,0,0,0,50,0,0,0,0,0,0,0,0.2,0,0,0,2.7,0.5,0.6,15.8,20.2,0,0,0,0,0,0,40.4,0,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0,0,16.2,10.4,22.9,0,0,1,0,0,0,0,0,0,0,0,0,0,18.5,17.5,3,0,0,0,0,6.9,0.494117647058824
-51.6247,-26.0844,760,0,0,12.8,0.7,0,0,0,0,42.7,11.5,0,10,0,0,0,5.2,0,20.4,10.4,0,0,0,10,18.6,0,0,0,29,11.1,0,20,0,14.7,0,13.5,9.4,20,0,26,0,0,0,30.7,11.5,0,0,5.2,0,20.4,13,0,0,29,15,0,0,14.6,12.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,9.2,5.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,30.7,23.2,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,42.5,0,0,0,0,0,0,0,0,27.9,0,65.7,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,13.8,79.7,32.3,0,15.4,17.8,0,0,0,0,0,0,66.3,0,0,0,0,0,0,12.5,86.5,24.7,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,13.1,0,0,11.8,0,0,0,0,44.9,0,0,60,42,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,38.6,20.3,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,5.2,0,0,10,1.8,3.8,0,0,0,0,0,0,0,0,5.1,9.6,5.1,0,0,0,0,5.4,1.75502008032129
-52.35,-26.4167,930,0,14.2,24,0.1,0.5,0,0,1.4,0,0,0.4,10.4,22.2,0,0,0,0,0,48.2,0,0,17.6,7.2,3.8,0,0.4,31,2,3.8,8.8,5.2,0,27.6,0,0.1,28.4,9.2,31.7,1.4,4.6,44.4,0.1,25.9,18.8,22.6,0,0,0,0.1,0.4,58.8,0,5.4,0,13.2,5.4,13.5,9.2,8.6,0,0,0,0,0,0,0,0,0,0,31.2,29.2,0.6,0,0,0,0,0,16.1,0,0,0,0,0,1.4,0,4.7,16.4,42.8,37.4,48.3,3.3,10.4,0,2,0,0,0,0,0,0,0,0,0,0,22.8,0.5,0,0,0,0,16,0,0.1,15.1,0,0,0,0,0,4.2,5.6,2.4,1,0,0,0,0,0,0,0,0,0,0,0,21,0.8,0,0,0,0,0,0,1.8,7,0,0,0,0,0,0,0,0,0,0,7.4,0,0,40.8,12.6,1.8,0,0,0,0,0,0,0,0,10.8,0,0,8.4,141.4,13.8,0,7.2,15.6,0.8,0,0.9,2.4,78.6,5.9,15.8,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,1,90.8,0.1,2.6,59.6,1.3,0,0,0,0,0,0,0.1,44.4,0.9,42.1,4.8,0.8,0.1,0,0,0,0,17.4,0,0,0,0,0,0,0,0,7.8,74,22.6,0,5.4,26.4,0,0,7.8,0,0,2.6,49.4,1.2,0,0,0,0,0,5.1,31.2,85.6,35.4,0,0,0,0,0,0,0,0,0,0.1,15.4,2.6,0,37.8,2.3,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,26.4,1.8,0,0,29.2,21.4,0.2,70,0,0,0,0,0,0,0,0,32,0.9,0,0,0,64.8,0.2,0,0,0,0,0,1.8,0.2,0,0,0,3.2,0,11.2,0.8,53.8,1.8,0,0,0,0,0.8,37.2,2.8,0,0,0,3.8,0,0,0,14.6,0,0,0,0,0,8.8,0.4,3.2,1,0,0,4.9,24.2,0,0,0,0,0,0,0,0,0,8,12.2,11.4,0,0.6,0,0,0.1,1.26086956521739
-52.6283,-26.0294,560,0,3.8,7.9,0,0,0,0,14.2,0,0,0,61.4,29.2,0,0,0,0,0,0,0,7.9,5.8,0,0,0,0,29.8,38.3,37.9,12.3,0,0,22.9,37.5,0,15.2,8.3,0,0,14.5,19.1,11.3,53.2,11.9,5.3,0,0,0,0,0,0,21.7,17.3,0,8.3,14.2,22.1,17.8,8.3,6.5,0,0,0,0,0,0,0,0,0,45.1,39.2,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,5.9,11.8,35.6,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,27.5,0,0,8.6,0,0,0,0,0,0,10.1,3.7,0,0,0,0,0,0,0,0,0,0,3.5,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,10.3,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,2.1,0,44.1,0,0,0,0,0,0,0,0,20.9,2.1,66.4,9.6,0,0,0,0,0,0,21.2,0,0,0,0,0,0,0,0,2.5,108.4,25.6,0,3.2,24.6,0,0,0,0,0,0,18.1,25.4,0,0,0,0,0,0,31.1,46.8,41.6,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,29.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,44,11.2,21.3,0,38.3,47.6,0,13.5,0,0,0,0,0,0,0,0,30.1,13.7,0,0,0,57.4,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,13.6,54.3,0,0,0,0,0,0,50.1,2.3,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11.2,5.4,0,0,0,0,0,0.207171314741036
-52.8008,-26.0506,550,0,6.5,0,0,0,0,0,0,0,6.3,0,80.6,16.9,0,0,0,0,3.5,0,0,7.9,10.3,0,0.8,0,0,15.5,12.5,35.1,0,0,0,40.3,0,5.1,50.8,29.9,0,29.2,0,3.6,0,52.8,10.3,3.7,0,0,0,0,0,0,0,68.2,0,3.8,22.1,3.7,0,1.7,25.2,0,0,0,0,0,0,0,0,0,97.6,157.2,36.4,0,0,0,0,0,0,0,0,0,0,0,26.2,0,30,16.7,19.4,0,27.6,0,1.1,0,0,3.1,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,36.9,0,0,11.6,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,2.7,0,0,32,7.9,8.1,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,7.8,28,0,0,1.3,4.7,75.5,9.5,16.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,78.9,0,1.7,50.4,0,0,0,0,0,0,0,0,20.5,0,88.2,6.5,0,0,0,0,0,0,20.7,0,0,0,0,0,0,0,0,16.3,108.5,27.5,0,8.4,24.8,0,0,0,0,0,4.5,14.8,3,0,0,0,0,0,0,33,56.7,40,0,0,0,0,0,0,0,0,0,0,6.8,0,0,24.9,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,54.4,19,23.5,0,59,47.9,0,0,0,0,0,0,0,0,0,0,28.9,8.9,0,0,0,63.9,0,0,0,0,0,0,10.5,0,0,0,0,0,0,3.1,16.5,39.7,0,0,0,0,0,0,53.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9.2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1.03191489361702
-52,-26.4833,1060,26.6,10.6,6.4,14.8,0,10.4,12.5,0,42.9,8.6,0,0,13.4,25.6,7.2,18.6,28.7,0,0,34.8,5.3,9.8,12.3,5.2,25,0,0,0,0,31.1,19.9,6.2,0,0,0,0,0,41.9,0,18.8,10.7,0,8.6,12.6,8.3,0,0,0,0,0,15.3,16.8,0,0,14.7,7.5,6.2,22.7,18.8,0,0,0,0,0,0,0,0,0,0,18.5,41.3,4.7,0,3.6,0,0,0,0,8.3,0,6.2,0,0,0,13.6,5.2,39.1,36.5,28.3,52.2,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,7.3,25.7,0,0,0,0,0,12.3,0,0,0,0,0,2.4,0,0,0,4.3,0,0,0,0,36.3,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,12.7,0,0,15.8,38.9,0,0,0,0,0,0,0,0,0,34.1,0,0,0,72.3,23.5,0,8.6,28.6,0,0,0,38.1,47.3,53.3,21.3,3.2,0,0,0,0,0,0,3.1,0,0,0,0,0,7.3,18.6,44.5,14.9,18.4,6.8,0,0,0,0,0,0,0,26.2,31,44.8,17.5,3.5,6.3,0,0,0,0,8.6,3.4,0,0,0,0,0,0,0,8.6,64.4,25.9,0,5.3,23.2,0,0,0,0,0,13.6,51.3,51.2,8.6,0,0,0,0,31.8,17.6,41.5,19.6,0,0,0,0,0,0,0,0,0,0,19.7,16.5,8.3,7.4,14.5,5.1,0,0,0,0,0,6.4,12.3,0,0,0,0,0,0,26.7,5.2,0,0,18.3,22.6,0,8.2,0,0,0,0,0,0,0,0,34.9,0,0,0,16.5,9.3,0,4.2,0,0,0,0,15.3,0,0,0,0,0,13.2,18.2,16.4,24.1,23.6,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,2,0,27,0,0,6.4,28.7,0,0,0,0,0,0,0,0,0,12.3,3.2,0,0,0,0,0,0,0.352697095435685
-52.5667,-26.35,850,0,4.4,35.2,3.5,0,0,3.7,0,0,0,0,18.4,39.8,0,0,0,0,0,4.8,0,0,10.7,0,0,1.5,3.7,38.4,16.4,3.7,3.3,0,0,14.7,0.8,0,59.7,5.1,6,3.8,11.3,14.5,0,31.7,10.6,22.6,0,0,0,0,0,13.1,0,0.9,0,10.9,6.8,13.7,0,4.6,0,0,0,0,0,0,0,0,0,0,46.6,45.1,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,12.1,41.2,80,17.1,43.8,2.3,39.4,0,44.2,0,0,0,0,0,0,0,0,0,0,34.8,0,0,0,0,0,21.6,0,0,14.1,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8.2,0,0,23.8,15.3,5.1,0,0,0,0,0,0,0,0,3.8,0,0,5.9,96.9,32.5,0,7.1,19.1,0,0,2.4,5.2,84.3,15.9,16.4,0,0,0,0,0,0,0,2.6,0,0,0,0,0,2.8,78.4,0,11.7,61.2,7.3,0,0,0,0,0,0,0,45,5.1,37.7,5.2,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,1.2,68.8,25.4,0,4.7,25.7,0,0,2.7,0,0,11.9,47.9,0,0,0,0,0,0,3.3,31.2,82.6,50.8,0,0,0,0,0,0,0,0,0,0,12.4,1.3,0,13.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,9.5,0,0,33.9,26.9,0,11.4,0,0,0,0,0,0,0,0,18.5,4.4,0,0,0,66.8,0,0,0,0,0,0,6.1,0,0,0,0,7.9,0,3.1,5.9,41.1,0,0,0,0,0,0,41.5,2.9,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,2.1,1.9,0,0,2.8,9.2,0,0,0,0,0,0,0,0,0,2.4,3.9,6.2,0,0,0,0,0,0.5390625
-52.8,-26.2667,710,0,7.5,15,0,0,0,0,0,0,36.3,13.8,34.8,12.5,0,0,0,0,97.9,0,0,0,0,0,0,0,0,0,0,9.6,9.1,0,0,5.9,16.7,0,0,12.3,14.7,0,8,19.5,48.1,7.8,0,24.9,0,0,0,0,0,0,0,0,0,9.5,10.7,15.2,0,0,0,0,0,0,0,0,0,0,0,0,27.4,39.6,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,20.9,21.7,12.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0,25.1,0,0,10.3,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,8.1,0,13.5,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,26.3,0,0,0,0,0,0,0,0,0,0,0,0,25.3,51.1,13.1,0,9.8,17.3,0,0,4.3,22.8,42.2,30.5,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.7,0,13.4,60.6,0,0,0,0,0,0,0,0,18.6,31.4,57.2,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,20.7,63.5,38.1,0,11.7,27.1,0,0,1.6,0,0,11.9,45,5.1,0,0,0,0,0,0,29.6,72.9,42.9,0,0,0,0,0,0,0,0,0,14.9,0,0,0,38.3,4.7,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,26.3,11.2,0,13.6,47,19.4,0.7,28,0,0,0,0,0,0,0,0,14.4,0,0,0,0,81.9,10.5,0,0,0,0,0,0,0,0,0,0,0,20.5,40.9,39.7,23.1,0,0,0,0,0,0,15.9,17.5,18,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771653543307087
-52.6833,-26.2333,800,0,17.4,1.1,0,0,0,28.6,0,0,25.7,2.4,41.1,7.7,0,0,0,0,0,25.8,0,0,21.6,0,0,0,0,23.4,6.9,11,0,65.7,0,8,9.8,0,6.3,4.5,29.4,5.4,24.5,2.7,0,44.5,10.6,21.9,0,0,0,4.4,0,15.5,0,1.4,7.2,13.1,15,0,0,15.2,0,0,0,0,0,0,0,0,0,0,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,10,69.9,6.6,33.5,0,0,0,2.1,4.6,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,28,0,0,6.7,0,0,0,0,0,0,10.9,2,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,7,0,0,26.5,8.1,7.3,0,0,0,0,0,0,14.9,0,0,0,0,1.6,47.4,8.2,0,3.1,17.5,0,0,0,3.9,74.8,9.6,10.4,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,86.6,1.6,2,49.4,8.9,0,0,0,0,0,0,0,21,2.8,46.5,4,0,0.3,0,0,0,0,24.6,0,0,0,0,0,0,0,0,4.4,71,28.9,0,3,13.2,0,0,3,0,0,0.9,12.3,17.1,0,0,0,0,0,0,25.9,58.6,48.5,0,0,0,0,0,0,0,0,0,0.3,9.6,2,0,17.7,14.3,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,15.6,12.2,6.8,0,37.4,40.3,0,15.1,0,0,0,0,0,0,0,0,15.8,5.2,0,0,0,44.3,0,0,0,0,0,0,8.6,3,0,0,0,12.8,0,1.6,18.4,34.8,2.8,0,0,0,0,0,42.6,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,5.5,2.4,0,1.8,0.3,21,0,0,0,0,0,0,0,0,0,11,5.9,4.4,0,0,0,0,0.4,1.17669172932331
-52.2961,-26.2781,800,0,19,27,0,0,0,2,0,0,0,0,8.5,27.5,0,0,0,0,0,12,0,0,7.9,0,2,0,0,15,0,0,4,14,0,22,0,0,8,3.1,5.5,12,0,18,0,15,18,16,0,0,0,4.5,5.3,8.5,0,6,0,8.5,9,2,10,35,0,0,0,0,0,0,0,0,0,0,66,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35.5,47,10,75,0,3,0,2.5,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4.5,0,17,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,34,4.5,0,0,0,0,0,0,0,0,0,15,0,0,0,79,26.6,0,5,21.2,0,0,0,16,60,14,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,72.3,0,3,42,7,0,0,0,0,0,0,0,30,10,70.5,8.5,0,2,0,0,0,0,38,0,0,0,0,0,0,0,0,12,57,20.5,0,6,20,0,0,3.7,0,0,0,18,18,0,0,0,0,0,0,30,70.5,48,0,0,0,0,0,0,0,0,0,0,11,3,0,7,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,23,15,0,0,63.5,6,0,21,0,0,0,0,0,0,0,0,17,13.8,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,3.5,0,4.5,24.5,30,19,3,0,0,0,10,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.1,0,0,1.5,36,0,0,0,0,0,0,0,0,0,1.5,3.7,9,0,0,0,0,0.3,4.62574850299401
-52.4333,-26.1167,850,0,0,46,0,0,12.3,56.7,0,0,0,35.5,17.4,17.8,0,0,0,0,87.6,0,0,0,19.6,0,0,16.4,0,37.5,0,0,0,0,62.2,0,0,0,56.6,51.4,0,11.2,25.6,0,23.7,31.5,0,0,0,0,0,0,0,0,0,43.4,9.3,42.5,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,142.8,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,22.4,41.5,23.7,22.7,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,31.9,0,11.5,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,0,9.7,0,0,0,0,0,0,0,0,0,0,0,18.2,11.9,0,0,20.1,14.4,0,0,4.8,41.6,72.6,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,55.3,0,0,74,0,0,0,0,0,0,0,0,19.8,27.3,49.4,5.2,0,0,0,0,0,0,45.3,0,0,0,0,0,0,0,0,41.3,90,0,0,18.8,10.5,0,0,0,0,0,3.4,46.4,0,0,0,0,0,0,0,27.9,111.1,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3,0,0,0,92.6,0,0,18.8,0,0,0,0,0,0,0,0,16.1,6,0,0,0,53,0,0,0,0,0,0,15.6,0,0,0,0,0,0,11.4,0,54.3,0,0,0,0,0,0,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,0,0,42.8,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,0,5.2,0.914965986394558
